sentence,label,dataset
不是气垫，而且还是闪闪的，失败！,0,jd
不是我想象中的。比较窄。比我以前买的那条窄。皮带头不是很扎实的感觉。造型可以。希望质量过关。,1,jd
不错，就是有点慢。。,1,jd
感觉与实际的有差距。,0,jd
质量还行，就是和后车轮高低不一至，调节不了。,0,jd
外观感觉一般吧，质量现状还说不好。,1,jd
不怎么好用，而且漏水的，而且蒸汽的那个功能根本就没有,0,jd
还不错，第一次来京东买书，以前都是去当当的。。物流特快24小时到货。。,1,jd
跟想像中差不多，一分价钱一分货。,0,jd
字体太小，作答时候没空白写答案,0,jd
不错，做工虽然不是很完美，不过用起来没什么问题，还送了暖贴哦，很喜欢,1,jd
宝贝质量不错，做工精细，没有异味，培养孩子动手动脑好习惯，满意,1,jd
和图片一样，满意的。,1,jd
相当于送的，相当给力,1,jd
包装不好，五金有磨损，但是售后服务很好,1,jd
都是盗版货，下次再也不会买了，,0,jd
这是我买的最差质量的抓绒裤,0,jd
cpu太小，速度慢！,0,jd
和手机般配，就是快递慢的要死。,0,jd
收到后很惊喜，是正品，衣服质量也挺好的，下次会再来！,1,jd
客服态度较差，办事效率差\n,0,jd
什么鞋呢？开胶太厉害了。一双全部开胶。,0,jd
非常好，是正品，音质很好，用着很舒服，跟卖家描述的一样,1,jd
不怎么好，腰老是望下卷不舒服,0,jd
人要知足，淡定，沉得住气，不攀比，不张扬，不矫情，方能过好快乐的生活。,1,jd
行不行啊，刚买完就降价，太坑人了,0,jd
衣服不怎么暖 不值这个价钱 我穿着都要冷死了  也不知道到底是羽绒服还是棉服,0,jd
非常好，包装非常严实！,1,jd
还好还好好还好还好还好还好好,1,jd
《萌娘攻略》特别收录了11位摄影师、29位模特儿的精彩摄影作品，以数百张少女精品照片为例子，由浅入深地向你介绍主题拍摄中最简单有效的技法心得，与你共同分享各种专业级拍摄手法。 　　鉴赏与教学并重，传授与交流同步，从入门到专业，从室外到室内，囊括主题拍摄活动中各种常见问题与解决方法。 　　言语风趣幽默，让你恍如置身爱好者与女孩子们的私影茶会，又似参加了职业人士与模特儿们的摄影沙龙。 　　专业摄影技巧，就是这么简单。,1,jd
刚安装上，不知道雨天怎么样,1,jd
速度较慢。取出麻烦不知是否刚接触的原因。。,1,jd
可擦笔，名字起的真好，是可以擦的笔，效果不谈了，看图，懒的退货了，当水笔用吧,0,jd
太慢太慢，一个周才到,0,jd
充满传奇色彩的茶马古道蜿蜒在令人头晕目眩的高海拔山区，穿越澜沧江、长江等著名大川，途经寺庙与草原，自中国西南部的四川与云南省，逶迤通往西藏首府拉萨。其实，茶马古道并不是一条单独的路线，而是由道路、山径和公路形成的路网，延伸近3000公里。它曾是沟通强大的中原王朝和西藏游牧人的古老贸易通道，连接起遥远的村镇与民族。中原军队需要强健的马匹抵御北方游牧民族的侵犯，信仰虔诚的西藏人为了佛教仪式与生活所需而渴求茶叶。茶叶在大约10世纪引入西藏后，需求与日俱增，很快成为西藏人不可或缺的食品。藏民经常把茶叶与他们的另一种必备食品&mdash;&mdash;牦牛酥油混合在一起，做成酥油茶。酥油茶可以说是藏族群众每日必备的饮品，在藏区的生活中占有很高的地位。然而，在西藏极端的气温与高海拔下，不可能大规模种植茶叶。茶马贸易便在这样的背景下应运而生，到了11世纪已在茶马古道沿线发展得非常蓬勃，一直持续至20世纪50年代。但是要将这些珍贵的商品输往愈来愈大的市场绝非易事，需要数百名挑夫花费好几个月，穿越高山深谷、历尽艰险才能送达。\n　　尽管西藏地处偏远，有些地区可能数百年来外面的人都未能一睹真容，但如今现代生活正在对它施加自己的影响。茶马古道已成遗迹，新的时代已经开启。中国政府正快速将原本的泥土路，铺设成汽车与卡车使用的公路，很快，这条旧时贸易要道的痕迹将不复存在。军队不再需要西藏的马匹，但那里有一种新的商品让内地人趋之若鹜。取代西藏马匹贸易的，是其貌不扬的冬虫夏草，由真菌寄生于蛾幼虫所形成，因具有一定疗效而被视为珍品。今天的西藏牧民采集出售这种比黄金还值钱的神奇菌类，赚得可观利润，他们的坐骑也从马匹换成了&ldquo;陆地巡洋舰&rdquo;（LandCruiser）越野车和摩托车。因此，尽管茶马贸易的遗迹愈来愈难见到，但其实贸易往来从不曾稍歇。《寻访香格里拉：探索失落的茶马古道》作者兼摄影师麦可· 山下，花费多年追寻茶马古道，贴近变迁中的西藏面貌，捕捉这里的古老与现代、神圣与世俗、空灵与现实，在茶马古道的传奇与神秘彻底消失于青藏高原的云雾中之前，留下珍贵纪录。\n从11 世纪的宋朝年间到20 世纪50 年代，茶马古道一直是中国西南地区的贸易要道，因早年中原人与西藏游牧人之间的茶马互市而得名。而今，这片总长约3000 公里的庞大土路网已被一段段铺上柏油供车辆通行，沿途的千年遗迹很快将不复存在。美国《国家地理》杂志摄影师麦可·山下追寻茶马古道多年，贴近变迁中的西藏面貌，在茶马古道消失在西藏的云雾中之前，留下了古道的传奇与神秘。,1,jd
发票没有，保温效果不理想。8小时大约只有2O度,0,jd
什么破音质啊    还不如路边摊*买的呢  垃圾垃圾不要买,0,jd
没用多久就不响了，换了电池也没用，坏了！联系客服老是联系不上！,0,jd
有味道，老婆跑步脚跟痛，给2,0,jd
没用的，一块黏糊糊的透明胶～还不如不送,0,jd
越南产的，穿着还可以！不错。,1,jd
满满一箱，够用一年了。,1,jd
看起来挺好，穿着也挺好就是鞋底太硬,1,jd
跟图片一点都不一样。而且还是歪的。差评。看一眼都觉得是多余的。,0,jd
这个不错 一直给宝宝用,1,jd
就是复合材料做的，啥子东西,0,jd
残次品，锅体锅盖都比较薄，不值得，怀疑次货，而且还是有残缺的&hellip;&hellip;包装得还是可以的，物流也不错，反正就是不满意，不影响使用，就懒得退来换去的,0,jd
大家千万别买，说了不合适，还狡辩半天，不给退货！！就没见过这样的商家，此生第一次差评,0,jd
　　m你知道为v什么比z尔·克H林顿遭遇国会T弹劾最b终却成功连任？,1,jd
特价39.9元买的，平常是59.9元，很不错。,1,jd
写的的书都写得很好，还是朋友推荐我看的，后来就非非常喜欢，他的书了。除了他的书，我和我家小孩还喜欢看郑渊洁、杨红樱、黄晓阳、小桥老树、王永杰、杨其铎、晓玲叮当、方洲，他们的书我觉得都写得很好。护士长手册（第2版），很值得看，价格也非常便宜，比实体店买便宜好多还省车费。书的内容直得一读，阅读了一下，写得很好，护士长是医院护理管理系统中数量最多的管理人员，是实施各项服务最直接的领导者。护士长的管理能力与医院护理工作质量息息相关。一名合格的护士长应具备哪些基本知识这是护士长手册（第2版）希望回答的问题。护士长手册（第2版）包括15章，循序渐进地介绍了护士长的角色、工作内容与职责、工作方法、工作技巧等内容，希望能以全新的知识、技术，深入实践的护理管理方法，为一名护士长的成长提供必要的支撑。，内容也很丰富。，一本书多读几次，2.排班的类型按照排班权力的归属可分为集权式排班、分权式排班和自我排班三种类型。（1）集权式排班排班者应为部门的行政主管，依主观决定来排班，不考虑工作人员的需要。集权式排班的优点有主管者掌握着多个单位的人力，可按照工作情况和患者的需要灵活地进行排班，排班者能了解整体情况，随时调整各部门的人数。其缺点是没有考虑工作人员的个别需要，影响护士对工作的满意度，不能真正了解各单位的人力需求，而无法发挥所长。（2）分权式排班此种排班方式是目前最为常用的，由护士长按照本病房工作人员的个人意愿来排班。最大的优点是护士长能充分了解本病房的人力需求状况，进行有效的排班。缺点是当本部门人力缺乏时，无法调遣其他部门的人力。（3）自我排班法由单位的工作人员自行排班，以激励工作人员的自主性和提高人员对工作的满意度。护士长在进行自我排班前应分析自我排班存在的问题，按照工作人员或患者的需要排班，制定排班规则，经过一段时间试行后提出问题并进行讨论和修改，以完善排班的要求与规则。其优点是发挥了工作人员的主观能动性，节省了护士长的排班时间，促进了人际关系，增加了凝聚力，保证了护理队伍的稳定性。3.排班的方法（1）传统式排班在目前病房中普遍采用方法就是传统式排班方法。即护士长依据单位护理工作的需要，安排每周或每月护理人员的上班及休息时间表，护理人员按排班表上班或休息。（2）新式排班护理部制定护理人员的能级考核标准，根据年资、工作能力、业务水平等实行护理人员分级管理。护士长依据不同能级的护士进行排班，明确工作范围，设立责任包干组。各责任包干组由资深的护士为组长，负责相对较重的患者，在护士长的领导下，对组内低年资护士进行业务指导，并保证组内的各项护理服务实施到位，进而体现护理工作既有分工又相互融,1,jd
快递好慢啊！商品没问题，很好用。,0,jd
到现在都没收到货，你们给我说查一查再回信我也没信息了。太差了。,0,jd
垃圾物流快一个月才收到没法形容,0,jd
东西不错，可是送的东西没看到,1,jd
衣服太薄了  跟我想买的差别太大 质量也就一般 保暖性太差 很无语,0,jd
刚拆包装 里面有的工具是塑料和铁结合的，发现已经松动，要脱落，什么质量啊,0,jd
味道还好   快递还行,1,jd
包装不错 发货速度 物流快 味道赞一个\n,1,jd
质量一般，没有送鞋带，这是我接受不了的。一直都穿的特步，每次买都有送鞋带。多一副鞋带要方便很多，毕竟鞋带容易脏又不易清洗。,0,jd
這個應該可以吧，沒使用！用完威猛先生再使用,1,jd
瓶子好一般，塑料粗糙~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,0,jd
"衣服面很光滑,比较薄,有点修身,体型好的人应该是不错的选择",1,jd
太小了。。。不好用，绐个2星。。？？？？？？？,0,jd
材               质差,0,jd
薄款，适合初秋穿，洗后没变形，质量还可以,1,jd
跟妹妹买的，她挺喜欢的，不错哦,1,jd
产品还行就是收件地址弄错了，虽然之后有收到，但还是希望工作人员注意一下,1,jd
俩个不能一起拼接，不好,0,jd
我买的是管殿柱编著的，怎么收到货是吕志杰和丁明峰、刘建华编著的啊！咋回事啊？书回来的时候两端被挤开了，光盘也烂了，邮政真烂！里面的纸张真是不好！和盗版图书纸张有一拼！还40元！,0,jd
从做工，质感看质量非常好，包装盒估计就得3块钱了吧！五星，还没使用，明天接车上试试效果怎么样，再追加,1,jd
书拿到手很失望，为什么是旧的，还这么破,0,jd
很好很有用的书，推荐。,1,jd
质量很好  还会购买,1,jd
还不错，做工可以。小孩用,1,jd
味道还可以，发货漏了补发的，卖家态度比较好！,1,jd
打开竟然是这样，失望。,0,jd
一卷没有多少一样！！！！！！,0,jd
东西坏了，返修自己付的来回运费，店家和京东客服都说运费会返给我，最后一分钱也没见着，十足的骗子！以后再也不买京东加盟商的东西了，服务太没有保障了。这是我在京东购物以来最骂娘的一次，望各位朋友以我为戒！,0,jd
为下学期准备外科学。为中医进步准备了的书，读来受益匪浅啊,1,jd
就买了一个，开关还出毛病了，联系客服半个月了，结果答应的后盖弹簧一个礼拜都没邮到！气死了！,0,jd
还可以，颜色还行，料子舒服。,1,jd
不想说什么了  真心醉了   大的跟特么袍子一样,0,jd
很文艺，好有个性的宝蓝色，我喜欢。,1,jd
说送的保温袋呢，就是因为保温袋才买2个的。,1,jd
整体不错，唯一觉得不满意的就是拉杆不够结实。。。。,1,jd
"在京东上购买商品已经很多次了，图书这是第一次购买，非常棒的购物体验，首先是发货很快，刚下的订单，很快就显示正在配货了，对于网上购物来说，速度很重要，京东的发货速度令人非常满意。快递的服务态度也非常好，不像有些快递根本不打电话联系你，直接往传达室里一扔就完事了。拿到书后真的是让人出乎意料，外面是用纸箱包装，然后里面还用塑料泡膜包裹，非常严实，收货那天是下雨天，拆开看后，书籍完全没有收到下雨的影响，完好无损。书绝对是正版这个不用说了，在京东买东西，你完全不用担心质量问题。高尔基说过：&ldquo;书，是人类进步的阶梯。&rdquo;开卷者古来就有，有&ldquo;五柳先生&rdquo;那&ldquo;不求甚解&rdquo;读法的；也有朱光潜倡导的&ldquo;字字推敲，咬文嚼字&rdquo;读法的；更有王国维所谓的三种读书境界&hellip;&hellip;但终归来看，开卷是有益的，因为开卷既是知识之源，又是古人之鉴，更是修养之法。其实读书有很多好处,就等有心人去慢慢发现.最大的好处你有属于自己的本领靠自己生存。让你生活活过得更充实，学习到不同的东西。感受世界的不同。",1,jd
夏天穿刚好，是薄款的,1,jd
老品牌，小包装，性价比高，服用方便 　,1,jd
极差评，水壶不保温，价格还挺贵。网购第一次差评。建议自己想,0,jd
已经泡上酒了，好用，方便，质量也好，容量大，泡了六瓶酒才不到半桶，啥时候能喝完呢。,1,jd
最差劲的一次网购，以后还是去其他购物平台吧我，天mao还不让打？呵呵,0,jd
*的东西，运费就要*，而且架子上的螺丝短了，找客服，居然说要自己配。最不爽的一次网购。,0,jd
很保暖，就是上衣有点点短。,1,jd
内容有深度，不好把握。,1,jd
"质量太差,居然放到光驱里拿不出来!把计算机箱拆了才拿出来。共三张盘，一张每个童谣开始都上下跳，小孩怎么受得了？一张干脆不读盘，只有一张是好的，强烈申请退货！以后京东千万不要卖这样的产品，影响信誉",0,jd
网上购物这么多年  第一次差评     发东西能发十几天我就不说了   我刻的字是另一家店里的   现在非要说我发到他家了   年底没客服  不问清顾客  就胡乱发货  你尊重过消费者吗？  我还没有清楚  就说怪我咯？  的确怪我  眼瞎到你家买梳子  谢谢,0,jd
快递实在是kuai  半天就到了  ,1,jd
呐呐，希望有效果,1,jd
杯盖无法合拢，申请售后却无人理睬。,0,jd
一直喜欢卡卡，所以这次活动买了两款。这款适合高挑美女穿，不过我的已经自己改装到适合的长度了,1,jd
什么jb店铺东西都多少天还没有收到&hellip;&hellip;,0,jd
买到了，装水一用手动发射按键老冒水,0,jd
买了5个了 每次都用不到一个月就坏了,0,jd
没用&hellip;&hellip;还要自己想办法粘,0,jd
太小了太小了太小了，发货也太慢了，好失望，但挺好看的，就是太小了,0,jd
大家之作，难得欣赏。进入一九九九年，连藏界可谓是好戏连台，上海&ldquo;大可堂&rdquo;和南海出版公司合作重版连环画精品《白蛇传》、《玉堂春》、《阿Q正传一零八图》等，上海人美重版《穆桂英》、《朱元璋》，北京出版《五十年连环画收藏精品系列丛书》等，所有这些激动人心的消息，无法令广大连迷热血沸腾，欢欣鼓舞。\n　　对于连环画出版界以及&ldquo;大可堂&rdquo;与专业出版社合作出版连环画的选题，就我个人而言发表以下几点建议，仅供参考。\n　　一、首先重版一些脍炙人口、家喻户晓、尘封已久的连环画套书，如老版《东周列国》（第一版30册）；60年代的16册《西汉演义》；50－60年河北版《西游记》套书及1957年－1961年一版一次的《三国演义》；人美版《杨家将》，辽美版汪玉山、杨青华等名家绘画的《封神榜》、《隋唐演义》等等，另外也可将未被选入《三国演义》套书，由名家绘画的《张飞》（陈光镒绘）、《赵云》《蜀汉之战》（朱光玉绘）、《左慈》（赵三岛）、《击鼓骂曹》等书重新出版。80年代，人美社出版的全五册64开本《杨家将》线条模糊不清，使原作者的绘画风格大打折扣，想若能精心印刷重版必将受到广大连友的喜爱。\n　　二、据悉，中央电视台去年斥巨资拍摄了大型历史剧《太平天国》，听说不久将在中央台首播，可否趁播映《太平天国》热，抓住机遇，重版一些相关题材的老版连环画，如任率英、蒋萍分别绘制的同名连环画《李秀成》、徐燕荪绘画的《石达开》以及程十发、董天野绘画《太平天国》等配合电视剧《太平天国》的播映。\n　　三、前几年我曾订阅了南京出版的《明清小说研究》，在该书的书目中有不少为连环画，如上海人美版《三国演义》及人美老版32开本《水浒》等，贵报可将近期出版的《红楼梦》、《儒林外史》、《晚清谴责小说》等向该刊推荐并刊登书目（可附图），相信定会受到专家及明清小说爱好者的广泛关注。\n　　在重版老版连环画精品的基础上，也应积极做好新书的出版工作，如约请上海人美《李自成》的原班人马杨兆麟老先生等编文，施大畏、王亦秋、徐有武、崔君沛、罗希贤等人进行创作《李自成》四、五卷，以使这套书趋于完整，还可约请王井、傅伯星、来汶阳等继续创作后15册《说岳全传》（福建版）等，以重振连环画昔日雄风。\n\n文,1,jd
货到了，大小合适,1,jd
配送的螺丝刀以及电池到货非常慢，至少沟通4次以上才到位，有点无语。再也不要在此商家购物了！,0,jd
小孩很喜欢，很便宜的贴纸书,1,jd
鞋子不错 正品 快递快 快递员态度很好 您辛苦了,1,jd
洗车方便，水的压力不错，洗刷刷变得非常轻松好玩，跟描述一样。赞,1,jd
这个颜色好看惨了，一次买了四家的，这家的四双最满意,1,jd
陈茶、味道很淡，有点苦,0,jd
货到了几天我也不知道，所以不喜欢,0,jd
水晶都快掉完了，今天才两天,0,jd
没质感，不是很亮。,0,jd
还可以吧整体，质量不太好,0,jd
拿到手处边拉连坏的质量不好下次不会买,0,jd
质量真的很棒，做工很精致，样子很好看，使用很方便，包装很好，物流很快,1,jd
12月27日买的机油，30号发现不是京东自营的产品，在产品还没有发货的情况下，曾申请过取消订单。可是1号的时候机油还是送过来了，非本人接收。如果是本人收的，我会直接退回去。拿到机油看了一下外包装，该有的防伪标志都有，我就打开倒了一小半杯的机油放零下15度的冰箱里，过了一天发现机油几乎变成果冻，颜色变红，还略有杂质。所以2号就申请退货，遭到卖家拒绝。所以请京东干预，主持公道。谢谢。\n,0,jd
颜色还行，但是上衣太大了，真丝的就是每次洗完晾干后，都必须熨烫，否则，皱的太厉害！,1,jd
有一本稍有些旧，\n不过很实惠的价格，\n也不挑剔了。\n重温经典。,1,jd
什么玩意儿，换货还把快递给丢了，丢了不说积极处理，让客户自己找快递公司，啥也不管，再也不会来！客服待理不待理的,0,jd
屏太薄了，一碰就碎，可能是自己操作不当,0,jd
上衣还行裤子太长了,0,jd
质量很好，简单大方好看,1,jd
衣服掉色严重，裤子黑水，衣服黄水，气味难闻。其实电商是很好的平台，不要被你们做死了，差评&hellip;&hellip;差评&hellip;&hellip;差评&hellip;&hellip;差差差&hellip;&hellip;，总之购买者慎之,0,jd
假的，已经退了，搞活动连着买了三个，一共270多，搞不起活动就别搞活动，要搞活动就把活动做好，之前买过两个，在没活动的时候买的，都是真的，这次看着便宜才买的三个，结果三个里面两个是假的，找客服还死鸭子嘴硬说是真货，支持专柜验货，专柜验货又怎么样？ 专柜说是假的，你们不也一样要说专柜的验货可以作假非要鉴定报告书？我说去鉴定可以，鉴定出来是真的，鉴定的费用我出，要鉴定出来是假的就赔我钱还把鉴定费用给我出了，结果客服直接叫我申请退货，一看就知道做贼心虚。结果我退了货重新买，这下好了，终于给我拿真货了！,0,jd
质量太差不透气还起球。,0,jd
使用起来太省劲儿了，很满意,1,jd
东西是不错，不过为什么我要500G的给我100G的呐？？？,0,jd
买珀莱雅还不如买欧珀莱 打折力度不大 失望,0,jd
给我的朋友买，一般般,0,jd
差，，差。差。。。小针不走。加的,0,jd
太薄了跟秋衣秋裤差不多实物与网上描述不符而且小！,0,jd
相当不错的东西  很满意,1,jd
非常好用   只是物流太慢了   希望能快一点,1,jd
有史以前收到最慢的＂快递＂，14天才收到货！！悲！,0,jd
话梅味的好吃哦！,1,jd
1星给外观吧，虽然可以看，但还是与图片还是有明显差距。\n说说缺点:不贴合，易松；粘灰还是掉东西，屏幕已胀；设计不合理，当然p7也有过，装了套子，翻盖会遮挡喇叭,0,jd
第二次买了好喝值得购买,1,jd
怎么这么薄呀，不知防潮效果怎样，还没用,1,jd
网购以来最坑的一次，绝无仅有，年前买的东西，到年后没有收到，问客服说是过年没派送帮我催件，然后快递就莫名签收了，但是我鬼都没收到，问客服总说帮忙催件，可都显示签收了还催毛线呀，为个破东西，一个月的时间呀。真的一颗星都不愿意给。,0,jd
喜欢，挺特别的风格,1,jd
就是垃圾。穿都穿不了，直接丢了。,0,jd
东西不行，年前买的一直没用，过完年用了给手机充电然后没法给充电宝充电，退换货还要自己掏钱发货。,0,jd
不止偏大一码。。。超磨脚,0,jd
太小了装不下多少东西,0,jd
还行吧！颜色有色差，泛黄的颜色，棉质还可以，不起球，价位合适！,1,jd
鞋底很薄，能像松糕鞋一样厚底就更好了，但穿起来很舒服，这个季节穿一点都不闷脚。,1,jd
一星都不想给！物流之慢，最奇葩的是我在京东买发出来的竟然不是京东的,0,jd
给个四星吧，比想象中的要差一些的感觉，最主要是这样的裤子价格要这么高有点接受不了，买裤子还是需要亲身去试才靠谱啊,1,jd
东西还可以，就是买大了，我崽戴不了,1,jd
不晓得效果如何，才开始用,0,jd
物流发货的&hellip;态度太差了&hellip;恶劣&hellip;太垃圾了&hellip;不想说太多了&hellip;自己领悟吧,0,jd
质量不咋地掉色起球，下次不再买了,0,jd
不怎么有用，总体效果不好，痘痘明显多了,0,jd
没发现缺点、、、但非常不喜欢不送货上门、、、,0,jd
一般般，会起球，穿几次就不能穿了。,0,jd
没有送这个没有送这个没有送这个没有送这个,0,jd
正在使用，暂时未感受到什么。,1,jd
质量不错，东西很好，我很喜欢,1,jd
在京东买东西的对快递要求高，此公司根本深圳没有货，网页显示有货，下单后有在河北邮寄，这是无耻某毛商家的伎俩，恶心至极。,0,jd
穿起来舒服 就是穿过几次之后 胸罩里面会起球 ,0,jd
圆通快递超超差！！！！！！！！比蜗牛还慢！！！！！！！！！！！！！！！！！！！！！！京东客服也没鸟用，问问也推你跟店铺客服说，半点作用都没有！！！！！！！！货的码数不对，重，有胶味。要求写明要发票的也没有，京东也比以前差多了，以后在京东千万千万不要先付款了。要买就货到付款才保险。,0,jd
还行，不会掉跟，，，皮子不错,1,jd
宝宝很喜欢，声音有大有小，不错,1,jd
不实用 没有想象的那样好,0,jd
这个很小很小的，根本盖不到几个菜的，差,0,jd
穿上很好看，很合身，也很凉快，样式也不错哦！！！,1,jd
裤子有肥有段看这挺好穿上就完了,0,jd
新买的电脑屏幕就有坏点 垃圾 还不给换 完全差评 没有任何商量！！！,0,jd
穿出去高端大气上档次，很喜欢，下次还会继续光顾，总之五分，满意~,1,jd
相当不爽相当的不爽啊,0,jd
鞋子外面有划痕，有孔。,0,jd
必须差评，明显是返厂的衣服改过的。特价也不能这样啊。,0,jd
挺好，目不暇接，纸张不错。AAAA,1,jd
包装一般,1,jd
给女儿买的，有点大，垫付鞋垫,1,jd
蚊子还是很多，觉得没什么味道就算了,0,jd
喜欢这种小小的包装，带起来特别\n,1,jd
快递慢的不能在慢，而且还有掉线,0,jd
不知是不是蚊子进化了，开着它，宝宝照样给咬好多包包,0,jd
一般般，令人大失所望。,0,jd
大师希区柯克很有影响力的作品,1,jd
还可以，挺贵的，孩子挺喜欢！,1,jd
送货很快。好用。曰期18到期,1,jd
这款长筒袜比我想象中的要短，最大的问题是袜口太松，袜子总往下掉。,0,jd
不好用，很失望很失望很失望。,0,jd
面料超级柔软，很梦幻哦。,1,jd
不错，我喜欢！很精彩的书,1,jd
这车谁买谁后悔  不信我没办法,0,jd
简直就是货不对版！实在无语&hellip;&hellip;&hellip;,0,jd
很好，穿得好舒服,1,jd
收音机效果很差，声音不清，收台少。还有无法读SD卡，视频、歌曲无法播放，还好CD机是好的。,0,jd
阿根廷诗人、小说家、评论家、翻译家，西班牙语文学大师。\n　　一八九九年八月二十四日出生于布宜诺斯艾利斯，少年时随家人旅居欧洲。\n　　一九二三年出版第一部诗集《布宜诺斯艾利斯激情》，一九二五年出版第一部随笔集《探讨集》，一九三五年出版第一部短篇小说集《恶棍列传》，逐步奠定在阿根廷文坛的地位。代表诗集《圣马丁札记》、《老虎的金黄》，小说集《小径分岔的花园》、《阿莱夫》，随笔集《永恒史》、《探讨别集》等更为其赢得国际声誉。译有王尔德、吴尔夫、福克纳等作家作品。\n　　曾任阿根廷国家图书馆馆长、布宜诺斯艾利斯大学文学教授，获得阿根廷国家文学奖、福门托国际出版奖、耶路撒冷奖、巴尔赞奖、奇诺·德尔杜卡奖、塞万提斯奖等多个文学大奖。\n　　一九八六年六月十四日病逝于瑞士日内瓦。\n\n　　译者王永年，著名翻译家，浙江定海人，毕业于上海圣约翰大学，精通英文、俄文、西班牙文、意大利文等多种语言，曾任中学俄语教师、外国文学编辑，一九五九年起担任新华社西班牙语译审，曾派驻墨西哥等西语系国家，他的西班牙语文学译著有巴勃罗·聂鲁达的诗和散文、加西亚、马尔克斯《迷宫中的将军》等，还译有《耶路撒冷的解放》、《十日谈》、《欧·亨利小说全集》、《伊甸之东》、《在路上》等多部名作。\n,1,jd
客服不能解决问题  反馈不及时  合作的快递公司效率不高,0,jd
手感不好 按键很坑！！！多按几次都手麻！！！\n声音有点大 ！像次品的感觉！！！！,0,jd
我想说京东挂羊头卖狗肉，页面上写着由京东发货并提供售后服务，实际呢，就是第三方卖家，倒不是说第三方卖家有什么不好，可是你们这样的行为不属于商业欺诈吗,0,jd
真的是假货真的是假货,0,jd
跟地摊货差不多，丢到一边，都不穿。,0,jd
发的邮政，简直慢的。商品也不是五个皇帝的，有两个是康熙 没有雍正，最失败的一次购物,0,jd
质量还可以，就是快递小哥不知道怎么搞的，等了两天才收到货，不爽,0,jd
不好吃  真的不好吃  确实不好吃 发至内心的语言不好吃,0,jd
以前的用了两三个月就断了，只好又买了一个，太贵了，一根吸管***还有***运费，没办法別的配不上,0,jd
与其它餐饮图书大同小异，无特色，操作性差，不推荐,0,jd
看着不错，但摸起来并不太光滑,1,jd
很图片差距太大呵呵这么细,0,jd
给家里人买直接寄回去了不知效果鞋码数是合适,1,jd
千万不要买，买了就上当了，我第一次骑出去玩，就坏了。后面还是打车回家的，JD客服骗人的，让我点收货，我天真的点收货了，现在不鸟我了。,0,jd
是正品，穿着很合脚，颜色好看,1,jd
在网上第一次买东西被骗了，还是被自己老乡腾冲人骗了，钱是付了，东西没看到，订单上面却已经签收了，希望大家不要上当,0,jd
箱子很好的，， 尺寸选大了，，还想买个小的,1,jd
今天刚装上，看起来还不错。还不知道效果如何,1,jd
宝贝很漂亮很精致 打开后很厚 冬天睡很舒服 ,1,jd
看着还行，不过还没用，等用了已后再评论。,1,jd
乘着活动买的，不错！,1,jd
唤醒吧  感觉这种产品  没啥太多科技含量  刚又定了个哈士奇的  看看咋样 比这个便宜点,1,jd
这条裤子总体是不错的，就是有些掉色，而且是干的时候掉色，手上总会弄的很脏,1,jd
用了一段时间，风力很大，温度不高不会让头皮受不了，吹了头发不会觉得很毛躁，很好用,1,jd
喜欢这个颜色，舒服，保暖,1,jd
不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错哒哒哒嘛,1,jd
效果还不错，价钱较合理,1,jd
书的知名度很好，宝宝使用下来效果比想像的要好,1,jd
包包收到很喜欢，款式简单做工也很好的，这个颜色正皮质很好，下次还会继续光临的哦,1,jd
真的是垃圾，在旁边信号都不满格，又不稳定。换了一个还是一样。还有就是京东自营的*，我在这个店家买*。坑&ldquo;爹呀！,0,jd
手套质量好，戴上舒服，价格便宜，挺满意的一次购物，下次还来。,1,jd
发货速度很快，快递也很快，商品质量应该也没问题，不过我可以谈一下腿介于M和L而买了M的心情吗？,1,jd
拉链有点小问题，衣服穿着显肥,0,jd
为啥说的两张膜只有一张呢！,0,jd
不错，速度一如既往的快，比外面便宜。,1,jd
酒壶壶口焊接处有文口！裂缝！送漏斗也没见到！,0,jd
谢谢提供特价活动不错的价格,1,jd
这款底没有之前买的绒面的好，老公说薄,1,jd
非常差，不仅颜色与图片大相径庭，而且侧面有裂。申请退货，店家不退。中融尚品真的太不诚信，以后绝对不会在来卖东西了！希望大家都不要上当受骗。,0,jd
发的东西与订的完全不符合  物流态度差,0,jd
这个一般吧，印尼的东西,1,jd
妈妈衣服号大了、孩子的衣服号小、联系客服、客服不理、服务太差、两套都穿不了、感觉受骗了、提醒大家看清商家在买东西。,0,jd
退货到现在都么有回复,0,jd
总体质量太次，，，都不好，算是上当,0,jd
硬盘没什么问题，两片联合处有些不一至，所以给了低分,0,jd
锅挺好的，够大，妈妈使的正好,1,jd
很好  就是发货有点慢 （5天）。。 还有就是难打理,1,jd
非常好的刀片。。。。。,1,jd
*店家就知道忽悠～买个东西还顺丰快递！半个月都没收到，收到了天都变暖了*,0,jd
满意，和图片一样还好穿,1,jd
有备无患。注意积累。企业主都应该学习学习,1,jd
味道好大呀，放在窗外一个礼拜了，还是好大的味道，太失望了,0,jd
款式是我喜欢的 两边老开线啊,1,jd
